subject,chapter,difficulty,question_text,option_a,option_b,option_c,option_d,correct_option,explanation
Psychology,Chapter 6,simple,"""Which trait reflects discipline?""","""Agreeableness""","""Neuroticism""","""Conscientiousness""","""Openness""",C,"""Conscientiousness relates to responsibility."""
Psychology,Chapter 4,medium,"""Why are motives described as internal states?""","""They are learned socially""","""They arise from within the organism""","""They depend on rewards""","""They are unconscious only""",B,"""Motives originate inside the individual and energize behavior."""
Psychology,Chapter 4,medium,"""How does incentive theory differ from drive theory?""","""Incentives are internal""","""Drives are learned""","""Incentives emphasize external rewards""","""Drives deny biological needs""",C,"""Incentive theory focuses on external stimuli pulling behavior."""
Psychology,Chapter 4,medium,"""Which situation best reflects incentive motivation?""","""Eating when hungry""","""Studying to avoid failure""","""Working for a bonus""","""Sleeping when tired""",C,"""External rewards motivate behavior in incentive theory."""
Psychology,Chapter 4,medium,"""Why is Maslow's hierarchy considered dynamic?""","""Needs are fixed""","""Needs can shift with circumstances""","""Needs are learned""","""Needs are unconscious""",B,"""Priority of needs changes based on satisfaction."""
Psychology,Chapter 4,medium,"""Which need is least likely to motivate if unmet physiological needs exist?""","""Safety""","""Love""","""Esteem""","""Self-actualization""",D,"""Higher needs emerge after basic needs are met."""
Psychology,Chapter 4,medium,"""Which theory explains emotion as simultaneous arousal and feeling?""","""James-Lange""","""Cannon-Bard""","""Schachter-Singer""","""Facial feedback""",B,"""Cannon-Bard proposed simultaneous experience."""
Psychology,Chapter 4,medium,"""Which theory emphasizes cognitive labeling of emotion?""","""James-Lange""","""Cannon-Bard""","""Schachter-Singer""","""Drive theory""",C,"""Emotion depends on arousal plus cognitive interpretation."""
Psychology,Chapter 4,medium,"""Why can the same arousal lead to different emotions?""","""Because arousal differs""","""Because cognition labels it""","""Because emotion is reflexive""","""Because arousal is unconscious""",B,"""Cognitive interpretation shapes emotional experience."""
Psychology,Chapter 4,medium,"""Which component of emotion involves facial expression?""","""Physiological""","""Cognitive""","""Behavioral""","""Social""",C,"""Behavioral component includes expression and action."""
Psychology,Chapter 4,medium,"""Which emotion theory would predict trembling causes fear?""","""Cannon-Bard""","""Schachter-Singer""","""James-Lange""","""Incentive""",C,"""James-Lange links emotion to bodily changes."""
Psychology,Chapter 5,medium,"""Why is intelligence difficult to define?""","""It changes daily""","""It includes multiple abilities""","""It is unmeasurable""","""It excludes learning""",B,"""Intelligence involves diverse cognitive skills."""
Psychology,Chapter 5,medium,"""Which definition of intelligence emphasizes abstract thinking?""","""Thorndike""","""Binet""","""Wechsler""","""Gardner""",C,"""Wechsler included abstract reasoning."""
Psychology,Chapter 5,medium,"""Why was Binet's test developed?""","""Label intelligence""","""Identify gifted children""","""Identify students needing help""","""Measure creativity""",C,"""Binet aimed to assist struggling students."""
Psychology,Chapter 5,medium,"""Which view supports a single general intelligence?""","""Gardner""","""Thurstone""","""Spearman""","""Binet""",C,"""Spearman proposed general intelligence (g factor)."""
Psychology,Chapter 5,medium,"""What does Thurstone's theory emphasize?""","""One intelligence""","""Multiple primary abilities""","""Emotional intelligence""","""Creativity""",B,"""Thurstone argued for several primary mental abilities."""
Psychology,Chapter 5,medium,"""Which intelligence best predicts academic success?""","""Musical""","""Bodily-kinesthetic""","""Logical-linguistic""","""Naturalistic""",C,"""Schools emphasize logical and linguistic skills."""
Psychology,Chapter 5,medium,"""Why is emotional intelligence important?""","""It replaces IQ""","""It predicts success in social life""","""It measures creativity""","""It measures memory""",B,"""EQ helps manage emotions and relationships."""
Psychology,Chapter 5,medium,"""Which intelligence helps understanding one's strengths?""","""Interpersonal""","""Intrapersonal""","""Linguistic""","""Spatial""",B,"""Intrapersonal intelligence involves self-awareness."""
Psychology,Chapter 5,medium,"""Which criticism applies to multiple intelligence theory?""","""Too rigid""","""Easily measurable""","""Lacks empirical support""","""Ignores creativity""",C,"""MI theory is hard to test scientifically."""
Psychology,Chapter 5,medium,"""Which factor most strongly influences IQ scores?""","""Chance""","""Genetics and environment""","""Emotion only""","""Gender""",B,"""IQ reflects both heredity and environment."""
Psychology,Chapter 6,medium,"""Why is personality described as consistent?""","""It never changes""","""It shows stable patterns over time""","""It is inherited only""","""It ignores situation""",B,"""Consistency refers to stable behavior tendencies."""
Psychology,Chapter 6,medium,"""Which concept explains unique personality traits?""","""Common traits""","""Central traits""","""Individual differences""","""Social roles""",C,"""Personality varies among individuals."""
Psychology,Chapter 6,medium,"""How does trait theory differ from psychoanalytic theory?""","""Focus on unconscious""","""Focus on observable traits""","""Focus on childhood""","""Focus on conflict""",B,"""Trait theory describes personality dimensions."""
Psychology,Chapter 6,medium,"""Which part of Freud's model mediates conflict?""","""Id""","""Ego""","""Super-ego""","""Unconscious""",B,"""Ego balances demands of id and super-ego."""
Psychology,Chapter 6,medium,"""Why is the id considered irrational?""","""It follows morality""","""It seeks immediate gratification""","""It obeys reality""","""It is learned""",B,"""Id follows pleasure principle."""
Psychology,Chapter 6,medium,"""Which defense mechanism involves denying reality?""","""Projection""","""Denial""","""Regression""","""Rationalization""",B,"""Denial blocks awareness of threatening facts."""
Psychology,Chapter 6,medium,"""Which defense mechanism attributes feelings to others?""","""Displacement""","""Projection""","""Repression""","""Regression""",B,"""Projection shifts unacceptable impulses outward."""
Psychology,Chapter 6,medium,"""Why are defense mechanisms unconscious?""","""They reduce anxiety automatically""","""They are learned behaviors""","""They are conscious strategies""","""They increase conflict""",A,"""They protect ego from anxiety unconsciously."""
Psychology,Chapter 6,medium,"""Which theory views personality as learned behavior?""","""Trait""","""Humanistic""","""Behavioral""","""Psychoanalytic""",C,"""Behaviorists see personality as conditioning."""
Psychology,Chapter 6,medium,"""Which theory emphasizes self-growth?""","""Psychoanalytic""","""Behavioral""","""Humanistic""","""Trait""",C,"""Humanistic theory stresses personal growth."""
Psychology,Chapter 6,medium,"""What is self-concept?""","""Actual abilities""","""Ideal personality""","""Perception of oneself""","""Social role""",C,"""Self-concept is how individuals see themselves."""
Psychology,Chapter 6,medium,"""Why is unconditional positive regard important?""","""It reinforces behavior""","""It builds self-worth""","""It increases punishment""","""It causes anxiety""",B,"""Rogers believed acceptance fosters growth."""
Psychology,Chapter 6,medium,"""Which Big Five trait predicts reliability?""","""Openness""","""Extraversion""","""Conscientiousness""","""Neuroticism""",C,"""Conscientiousness relates to responsibility."""
Psychology,Chapter 6,medium,"""Which Big Five trait relates to curiosity
Psychology,Chapter 6,medium,""""Which assessment method uses questionnaires?""""""""""""""","""""""Projective""""""","""""""Observational""""""","""""""Self-report""""""","""""""Clinical interview""""""",C,"""""""Self-report inventories assess traits."""""""
Psychology,Chapter 6,medium,"""""""Why are projective tests controversial?""""""","""""""Too objective""""""","""""""Easily scored""""""","""""""Subjective interpretation""""""","""""""Measure IQ only""""""",C,"""""""Interpretation depends on examiner judgment."""""""
Psychology,Chapter 4,hard,"""""""A motive is best defined as?""""""","""""""A learned habit""""""","""""""A temporary emotion""""""","""""""An internal state directing behavior""""""","""""""An external reward""""""",C,"""""""Motives energize and guide behavior from within."""""""
Psychology,Chapter 4,hard,"""""""Why does incentive theory fail to explain hunger fully?""""""","""""""It ignores learning""""""","""""""It ignores biological needs""""""","""""""It ignores cognition""""""","""""""It ignores emotion""""""",B,"""""""Hunger originates biologically"""""""
Psychology,Chapter 4,hard,"""""""Which situation contradicts drive-reduction theory?""""""","""""""Eating when hungry""""""","""""""Drinking when thirsty""""""","""""""Risk-taking for excitement""""""","""""""Resting when tired""""""",C,"""""""Drive theory fails to explain thrill-seeking behavior."""""""
Psychology,Chapter 4,hard,"""""""James-Lange theory would predict that?""""""","""""""Emotion causes arousal""""""","""""""Arousal causes emotion""""""","""""""Arousal and emotion are simultaneous""""""","""""""Cognition causes arousal""""""",B,"""""""Bodily changes precede emotional experience."""""""
Psychology,Chapter 4,hard,"""""""Cannon-Bard theory challenges James-Lange because?""""""","""""""Emotion occurs without arousal""""""","""""""Arousal occurs without emotion""""""","""""""Arousal and emotion occur together""""""","""""""Arousal precedes cognition""""""",C,"""""""Cannon-Bard argued simultaneous experience."""""""
Psychology,Chapter 4,hard,"""""""Why does Schachter-Singer emphasize cognition?""""""","""""""Arousal alone defines emotion""""""","""""""Emotion is innate""""""","""""""Arousal requires interpretation""""""","""""""Emotion precedes arousal""""""",C,"""""""Cognitive labeling differentiates emotions."""""""
Psychology,Chapter 4,hard,"""""""A person mislabels fear as excitement illustrates?""""""","""""""James-Lange""""""","""""""Cannon-Bard""""""","""""""Two-factor theory""""""","""""""Drive theory""""""",C,"""""""Cognitive interpretation alters emotion."""""""
Psychology,Chapter 4,hard,"""""""Which emotion theory best explains placebo effects?""""""","""""""James-Lange""""""","""""""Cannon-Bard""""""","""""""Two-factor theory""""""","""""""Facial feedback""""""",C,"""""""Expectation (cognition) alters emotional experience."""""""
Psychology,Chapter 4,hard,"""""""Facial feedback theory implies that?""""""","""""""Emotion precedes expression""""""","""""""Expression influences emotion""""""","""""""Arousal is irrelevant""""""","""""""Emotion is learned""""""",B,"""""""Facial expressions can shape feelings."""""""
Psychology,Chapter 5,hard,"""""""Why is intelligence considered multidimensional?""""""","""""""IQ tests fail""""""","""""""Because abilities vary""""""","""""""Because culture defines it""""""","""""""Because learning is emotional""""""",B,"""""""People display different cognitive strengths."""""""
Psychology,Chapter 5,hard,"""""""Spearman’s g explains?""""""","""""""Specific talents only""""""","""""""Emotional intelligence""""""","""""""Common factor underlying abilities""""""","""""""Creativity""""""",C,"""""""g factor reflects general cognitive ability."""""""
Psychology,Chapter 5,hard,"""""""Thurstone’s theory challenges g because?""""""","""""""It denies intelligence""""""","""""""It proposes unrelated abilities""""""","""""""It proposes multiple primary abilities""""""","""""""It focuses on creativity""""""",C,"""""""Thurstone argued intelligence is not unitary."""""""
Psychology,Chapter 5,hard,"""""""Why is Gardner’s theory criticized in testing?""""""","""""""Too narrow""""""","""""""Easily quantified""""""","""""""Lacks objective measurement""""""","""""""Ignores culture""""""",C,"""""""MI theory lacks standardized measurement."""""""
Psychology,Chapter 5,hard,"""""""Which intelligence would a successful therapist rely on most?""""""","""""""Logical""""""","""""""Linguistic""""""","""""""Interpersonal""""""","""""""Bodily""""""",C,"""""""Understanding others’ emotions is key."""""""
Psychology,Chapter 5,hard,"""""""High IQ but poor social skills suggests?""""""","""""""Low intelligence""""""","""""""High emotional intelligence""""""","""""""Low emotional intelligence""""""","""""""Personality disorder""""""",C,"""""""IQ and EQ are independent."""""""
Psychology,Chapter 5,hard,"""""""Why does IQ not guarantee success?""""""","""""""It ignores learning""""""","""""""It ignores motivation and emotion""""""","""""""It ignores memory""""""","""""""It ignores biology""""""",B,"""""""Non-cognitive factors influence success."""""""
Psychology,Chapter 5,hard,"""""""Which factor most confounds intelligence testing?""""""","""""""Culture""""""","""""""Gender""""""","""""""Age""""""","""""""Emotion""""""",A,"""""""Cultural bias affects test performance."""""""
Psychology,Chapter 5,hard,"""""""Fluid intelligence refers to?""""""","""""""Learned knowledge""""""","""""""Problem-solving ability""""""","""""""Emotional control""""""","""""""Language skill""""""",B,"""""""Fluid intelligence handles novel problems."""""""
Psychology,Chapter 5,hard,"""""""Crystallized intelligence increases because?""""""","""""""Genetics only""""""","""""""Schooling and experience""""""","""""""Emotion""""""","""""""Motivation""""""",B,"""""""It grows with education and experience."""""""
Psychology,Chapter 6,hard,"""""""Why is personality considered dynamic?""""""","""""""It changes daily""""""","""""""It adapts while remaining consistent""""""","""""""It is unconscious""""""","""""""It is biological""""""",B,"""""""Personality shows stable patterns with flexibility."""""""
Psychology,Chapter 6,hard,"""""""Freud’s theory is criticized mainly because?""""""","""""""It ignores behavior""""""","""""""It lacks empirical support""""""","""""""It denies biology""""""","""""""It ignores learning""""""",B,"""""""Psychoanalysis is difficult to test scientifically."""""""
Psychology,Chapter 6,hard,"""""""Which concept best explains ego conflict?""""""","""""""Reality principle""""""","""""""Pleasure principle""""""","""""""Moral anxiety""""""","""""""Defense mechanisms""""""",D,"""""""Defense mechanisms protect ego from anxiety."""""""
Psychology,Chapter 6,hard,"""""""Repression differs from suppression because it is?""""""","""""""Voluntary""""""","""""""Conscious""""""","""""""Unconscious""""""","""""""Learned""""""",C,"""""""Repression occurs outside awareness."""""""
Psychology,Chapter 6,hard,"""""""A student blaming the exam instead of preparation shows?""""""","""""""Projection""""""","""""""Rationalization""""""","""""""Regression""""""","""""""Displacement""""""",B,"""""""Rationalization justifies failure."""""""
Psychology,Chapter 6,hard,"""""""Which theory views personality as a result of conditioning?""""""","""""""Humanistic""""""","""""""Psychoanalytic""""""","""""""Trait""""""","""""""Behavioral""""""",D,"""""""Behaviorists view personality as learned responses."""""""
Psychology,Chapter 6,hard,"""""""Why does humanistic theory reject determinism?""""""","""""""It denies biology""""""","""""""It denies learning""""""","""""""It emphasizes free will""""""","""""""It ignores behavior""""""",C,"""""""Humanistic psychology stresses choice."""""""
Psychology,Chapter 6,hard,"""""""Incongruence in Rogers’ theory causes?""""""","""""""Growth""""""","""""""Self-actualization""""""","""""""Anxiety""""""","""""""Reinforcement""""""",C,"""""""Gap between self and experience creates anxiety."""""""
Psychology,Chapter 6,hard,"""""""Which trait theory limitation is most significant?""""""","""""""Too complex""""""","""""""Ignores situational factors""""""","""""""Ignores unconscious""""""","""""""Hard to measure""""""",B,"""""""Traits alone don’t predict behavior across situations."""""""
Psychology,Chapter 6,hard,"""""""High conscientiousness predicts?""""""","""""""Emotional instability""""""","""""""Impulsivity""""""","""""""Reliability""""""","""""""Creativity""""""",C,"""""""Conscientious individuals are dependable."""""""
Psychology,Chapter 6,hard,"""""""Which personality assessment is most subjective?""""""","""""""Inventory""""""","""""""Behavioral observation""""""","""""""Projective test""""""","""""""Interview""""""",C,"""""""Projective tests rely on interpretation."""""""
Psychology,Chapter 6,hard,"""""""Why are self-report inventories vulnerable?""""""","""""""Observer bias""""""","""""""Social desirability""""""","""""""Low reliability""""""","""""""Unconscious responses""""""",B,"""""""People may fake good responses."""""""
Psychology,Chapter 6,hard,"""""""Which approach explains personality consistency?""""""","""""""Behavioral""""""","""""""Humanistic""""""","""""""Biological""""""","""""""Trait""""""",D,"""""""Traits account for stability in personality across situations."""""""
Psychology,Chapter 6,hard,"""""""A person striving for personal growth reflects?""""""","""""""Psychoanalytic""""""","""""""Behavioral""""""","""""""Humanistic""""""","""""""Biological""""""",C,"""""""Humanistic psychology emphasizes self-actualization."""""""
Psychology,Chapter 4,hard,"""""""Which assumption is shared by drive and incentive theories?""""""","""""""Motivation is learned""""""","""""""Behavior is random""""""","""""""Biological needs matter""""""","""""""Emotion precedes action""""""",C,"""""""Both acknowledge biological needs."""""""
Psychology,Chapter 4,hard,"""""""A person continues skydiving despite fear best challenges?""""""","""""""Incentive theory""""""","""""""Drive-reduction theory""""""","""""""Maslow theory""""""","""""""James-Lange theory""""""",B,"""""""Drive reduction cannot explain thrill-seeking."""""""
Psychology,Chapter 4,hard,"""""""Maslow’s theory is criticized because?""""""","""""""It ignores emotion""""""","""""""Needs are not always hierarchical""""""","""""""It ignores biology""""""","""""""It denies motivation""""""",B,"""""""People pursue higher needs despite unmet basics."""""""
Psychology,Chapter 4,hard,"""""""Which theory best explains emotion without conscious awareness?""""""","""""""Two-factor""""""","""""""James-Lange""""""","""""""Cannon-Bard""""""","""""""Cognitive appraisal""""""",C,"""""""Cannon-Bard explains emotion occurs simultaneously with arousal without requiring cognition."""""""
Psychology,Chapter 4,hard,"""""""A misattribution of arousal experiment supports?""""""","""""""James-Lange""""""","""""""Cannon-Bard""""""","""""""Two-factor theory""""""","""""""Facial feedback""""""",C,"""""""Cognition labels arousal."""""""
Psychology,Chapter 4,hard,"""""""Which component is essential for Schachter-Singer theory?""""""","""""""Physiological arousal only""""""","""""""Cognition only""""""","""""""Arousal + cognitive label""""""","""""""Behavioral response""""""",C,"""""""Both physiological arousal and cognitive labeling are required."""""""
Psychology,Chapter 4,hard,"""""""Which theory predicts same arousal → different emotions?""""""","""""""James-Lange""""""","""""""Cannon-Bard""""""","""""""Two-factor""""""","""""""Drive theory""""""",C,"""""""Cognitive interpretation differentiates emotions from same arousal."""""""
Psychology,Chapter 4,hard,"""""""Why does Cannon-Bard reject peripheral feedback?""""""","""""""Organs respond too slowly""""""","""""""Arousal is unconscious""""""","""""""Emotion is learned""""""","""""""Cognition precedes arousal""""""",A,"""""""Bodily changes are too slow to produce emotion."""""""
Psychology,Chapter 4,hard,"""""""Facial feedback contradicts which theory most?""""""","""""""James-Lange""""""","""""""Cannon-Bard""""""","""""""Two-factor""""""","""""""Drive theory""""""",B,"""""""Cannon-Bard minimizes role of expression; facial feedback shows expression can influence emotion."""""""
Psychology,Chapter 4,hard,"""""""Which finding weakens James-Lange theory?""""""","""""""Different emotions share arousal""""""","""""""Arousal precedes emotion""""""","""""""Emotion needs cognition""""""","""""""Facial muscles affect mood""""""",A,"""""""Similar physiological arousal can produce different emotions."""""""
Psychology,Chapter 5,hard,"""""""Why does g factor not fully explain intelligence?""""""","""""""Creativity exists""""""","""""""Abilities can be independent""""""","""""""IQ tests are biased""""""","""""""Learning varies""""""",B,"""""""People can excel in some abilities but not others."""""""
Psychology,Chapter 5,hard,"""""""Which theory best explains uneven skill profiles?""""""","""""""Spearman""""""","""""""Binet""""""","""""""Thurstone""""""","""""""Gardner""""""",D,"""""""Multiple intelligences explain uneven cognitive strengths."""""""
Psychology,Chapter 5,hard,"""""""Which intelligence is LEAST predictive of exams?""""""","""""""Logical""""""","""""""Linguistic""""""","""""""Musical""""""","""""""Spatial""""""",C,"""""""School exams emphasize logic and language"""""""
Psychology,Chapter 5,hard,"""""""Cultural bias in IQ tests affects?""""""","""""""Reliability""""""","""""""Validity""""""","""""""Objectivity""""""","""""""Standardization""""""",B,"""""""Bias affects the validity of intelligence measurement."""""""
Psychology,Chapter 5,hard,"""""""Which factor most improves crystallized intelligence?""""""","""""""Age alone""""""","""""""Schooling""""""","""""""Genetics""""""","""""""Emotion""""""",B,"""""""Education and experience enhance crystallized knowledge."""""""
Psychology,Chapter 5,hard,"""""""Which ability declines earliest with aging?""""""","""""""Crystallized""""""","""""""Emotional""""""","""""""Fluid""""""","""""""Musical""""""",C,"""""""Fluid intelligence (problem-solving) declines earlier than crystallized."""""""
Psychology,Chapter 5,hard,"""""""Which situation reflects emotional intelligence?""""""","""""""Solving equations""""""","""""""Managing anger""""""","""""""Remembering facts""""""","""""""Spatial rotation""""""",B,"""""""Emotional intelligence involves understanding and managing emotions."""""""
Psychology,Chapter 5,hard,"""""""Why is EQ harder to measure than IQ?""""""","""""""Lacks theories""""""","""""""Subjective components""""""","""""""No tests exist""""""","""""""Too biological""""""",B,"""""""Subjectivity of emotions makes EQ measurement difficult."""""""
Psychology,Chapter 5,hard,"""""""High IQ + low EQ predicts?""""""","""""""Guaranteed success""""""","""""""Academic success only""""""","""""""Social failure""""""","""""""Personality disorder""""""",C,"""""""Low EQ leads to difficulties in social interactions despite high IQ."""""""
Psychology,Chapter 5,hard,"""""""Which criticism targets IQ tests most?""""""","""""""Too long""""""","""""""Ignore motivation""""""","""""""Measure narrow abilities""""""","""""""Culturally biased""""""",D,"""""""Cultural bias affects performance and fairness of IQ tests."""""""
Psychology,Chapter 6,hard,"""""""Why can traits fail to predict behavior?""""""","""""""Traits are unstable""""""","""""""Situations influence behavior""""""","""""""Traits are unconscious""""""","""""""Traits are learned""""""",B,"""""""Context and situations modify trait expression."""""""
Psychology,Chapter 6,hard,"""""""Which defense mechanism is MOST unconscious?""""""","""""""Suppression""""""","""""""Repression""""""","""""""Rationalization""""""","""""""Displacement""""""",B,"""""""Repression occurs automatically outside awareness."""""""
Psychology,Chapter 6,hard,"""""""Freud’s structure model is criticized for?""""""","""""""Overemphasizing biology""""""","""""""Lack of testability""""""","""""""Ignoring development""""""","""""""Ignoring behavior""""""",B,"""""""Freud’s model is difficult to empirically test."""""""
Psychology,Chapter 6,hard,"""""""Which mechanism redirects impulse to safer target?""""""","""""""Projection""""""","""""""Regression""""""","""""""Displacement""""""","""""""Denial""""""",C,"""""""Displacement shifts impulses to a safer outlet."""""""
Psychology,Chapter 6,hard,"""""""Humanistic psychology rejects which idea?""""""","""""""Free will""""""","""""""Self-growth""""""","""""""Determinism""""""","""""""Self-concept""""""",C,"""""""Humanistic theory emphasizes free will and rejects determinism."""""""
Psychology,Chapter 6,hard,"""""""Which theory explains change via reinforcement?""""""","""""""Trait""""""","""""""Psychoanalytic""""""","""""""Behavioral""""""","""""""Humanistic""""""",C,"""""""Behavioral theory focuses on learning via reinforcement."""""""
Psychology,Chapter 6,hard,"""""""Incongruence produces anxiety because?""""""","""""""Self ≠ experience""""""","""""""Needs unmet""""""","""""""Biology conflicts""""""","""""""Traits mismatch""""""",A,"""""""Discrepancy between self-concept and experience causes anxiety."""""""
Psychology,Chapter 6,hard,"""""""Which assessment is LEAST objective?""""""","""""""Inventory""""""","""""""Observation""""""","""""""Projective test""""""","""""""Rating scale""""""",C,"""""""Projective tests rely heavily on subjective interpretation."""""""
Psychology,Chapter 6,hard,"""""""Why do people fake good on inventories?""""""","""""""Low validity""""""","""""""Social desirability""""""","""""""Poor reliability""""""","""""""Unconscious bias""""""",B,"""""""Respondents may answer to appear favorable socially."""""""
Psychology,Chapter 6,hard,"""""""Which trait best predicts job performance?""""""","""""""Neuroticism""""""","""""""Agreeableness""""""","""""""Conscientiousness""""""","""""""Openness""""""",C,"""""""Conscientiousness relates to reliability and work performance."""""""
Psychology,Chapter 6,hard,"""""""Which approach explains personality consistency?""""""","""""""Behavioral""""""","""""""Humanistic""""""","""""""Biological""""""","""""""Trait""""""",D,"""""""Traits account for stability in personality across situations."""""""
